customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
1453-TZHYJ,2022-03-21,Paid,2023-03-21,Premium,Annual,,,23.99,1103.54,69,0,Mohan,India,Rajasthan,Female,1997-09-19,,,,
5869-NUFTI,2024-02-02,Referral,2025-02-02,Premium,Annual,,,22.99,528.77,89,0,Aarav,India,Delhi,Female,1968-07-17,,,,
5530-HYFJY,2023-09-02,Referral,2024-09-02,Standard,Annual,,,14.99,419.72,24,0,Shreya,India,Uttar Pradesh,Male,1972-06-04,,,,
9908-TMDWP,2023-03-19,Organic,2024-03-19,Basic,Monthly,,,8.99,296.67,91,0,Kavya,India,Delhi,Male,2003-02-24,2023-06-22,Y,50.0,1.0
1704-HXFUY,2020-11-16,Referral,2021-11-16,Premium,Annual,,,22.99,1425.38,3,0,Rahul,India,Tamil Nadu,Male,1966-07-09,,,,
9644-ZGSGR,2021-02-25,Referral,2022-02-25,Premium,Annual,,,22.99,1356.41,62,0,Rahul,India,Karnataka,Female,1982-03-23,2025-08-05,N,70.0,2.0
5766-SEKUM,2019-10-17,Organic,2020-10-17,Premium,Monthly,,,23.99,1799.25,30,0,Shreya,India,Rajasthan,Female,1979-06-04,,,,
1266-USOPS,2024-05-18,Organic,2025-05-18,Standard,Annual,,,15.99,303.81,31,0,Shreya,India,Kerala,Female,1998-11-19,,,,
0718-FQDNG,2022-08-04,Referral,2023-08-04,Premium,Annual,2024-11-17,Forgot to cancel trial,23.99,647.73,54,1,Varun,India,Haryana,Male,1983-12-06,,,,
1412-ZVKBZ,2022-01-08,Organic,2023-01-08,Standard,Annual,2022-02-25,Poor streaming quality,13.99,13.99,85,1,Arjun,India,Rajasthan,Female,1978-01-23,2022-01-25,N,100.0,1.0
9338-IREXQ,2024-06-26,Organic,2025-06-26,Standard,Annual,,,14.99,269.82,88,0,Sakshi,India,Rajasthan,Female,1979-07-10,2024-06-30,Y,50.0,1.0
6311-FOIAY,2020-04-03,Organic,2021-04-03,Standard,Annual,,,13.99,965.31,66,0,Karan,India,Bihar,Female,1980-04-15,,,,
6192-DKFII,2022-09-08,Referral,2023-09-08,Premium,Monthly,2023-01-16,Not enough content,22.99,91.96,76,1,Sakshi,India,Gujarat,Male,1975-12-11,,,,
2411-IGSAR,2021-07-15,Paid,2022-07-15,Standard,Monthly,2022-04-10,Not enough content,15.99,127.92,20,1,Rohan,India,West Bengal,Female,1995-02-10,,,,
9460-IKSND,2021-05-25,Organic,2022-05-25,Premium,Annual,,,22.99,1287.44,14,0,Rahul,India,Haryana,Male,1995-11-17,,,,
4664-ULRAE,2020-10-03,Paid,2021-10-03,Premium,Annual,,,23.99,1511.37,14,0,Priya,India,Madhya Pradesh,Female,1997-10-26,,,,
5560-QLDIU,2020-05-28,Organic,2021-05-28,Premium,Monthly,,,22.99,1563.32,64,0,Aditi,India,Odisha,Male,1961-03-06,,,,
6922-WQNXP,2021-07-27,Paid,2022-07-27,Premium,Annual,2022-01-13,Forgot to cancel trial,22.99,114.95,94,1,Shreya,India,Tamil Nadu,Female,1963-11-12,2021-08-10,Y,50.0,2.0
1776-PMQKR,2024-05-12,Referral,2025-05-12,Basic,Annual,,,6.99,132.81,21,0,Sakshi,India,Tamil Nadu,Female,1972-08-07,,,,
3302-SDDTP,2023-11-07,Referral,2024-11-07,Standard,Monthly,,,14.99,389.74,53,0,Priya,India,Maharashtra,Male,1967-03-04,,,,
3860-CBMYM,2023-11-07,Paid,2024-11-07,Premium,Monthly,,,22.99,597.74,35,0,Mohan,India,Karnataka,Female,1974-07-08,,,,
6762-VJMMY,2021-02-20,Organic,2022-02-20,Premium,Annual,,,22.99,1356.41,5,0,Priya,India,Rajasthan,Female,1998-08-24,,,,
7760-JUDNZ,2020-09-13,Referral,2021-09-13,Standard,Annual,2022-05-30,Forgot to cancel trial,15.99,319.8,57,1,Ananya,India,Karnataka,Male,1962-04-10,,,,
4113-LEYYF,2024-01-06,Referral,2025-01-06,Standard,Monthly,,,14.99,359.76,22,0,Shreya,India,Telangana,Male,1976-01-05,,,,
5528-YGELV,2020-05-13,Organic,2021-05-13,Premium,Monthly,,,22.99,1563.32,67,0,Aditi,India,Haryana,Female,2005-08-22,2021-09-13,Y,30.0,1.0
8622-FOCLP,2020-06-14,Referral,2021-06-14,Basic,Monthly,2022-10-02,Not enough content,7.99,223.72,99,1,Riya,India,Gujarat,Male,1983-04-22,,,,
3961-OWFAP,2019-04-27,Referral,2020-04-27,Premium,Annual,,,22.99,1862.19,15,0,Vishal,India,Uttar Pradesh,Female,2004-06-22,,,,
5245-NASUM,2021-03-23,Organic,2022-03-23,Standard,Annual,,,15.99,927.42,83,0,Pooja,India,Delhi,Female,1966-01-29,2021-08-17,Y,10.0,1.0
9378-ANNXB,2023-03-11,Paid,2024-03-11,Premium,Annual,,,22.99,781.66,91,0,Aditi,India,Bihar,Male,1998-04-11,,,,
0292-MGIYW,2021-04-04,Organic,2022-04-04,Standard,Annual,2022-12-31,Forgot to cancel trial,14.99,314.79,85,1,Rohan,India,West Bengal,Female,1966-10-22,2022-04-14,Y,50.0,2.0
1425-QQVTY,2024-12-02,Referral,2025-12-02,Standard,Monthly,2026-11-01,Switched to competitor,13.99,321.77,80,1,Diya,India,Uttar Pradesh,Female,2005-02-20,,,,
7460-MOBPJ,2023-03-02,Paid,2024-03-02,Standard,Monthly,,,14.99,509.66,14,0,Varun,India,Haryana,Female,2003-11-10,,,,
7397-XGNTP,2022-02-02,Paid,2023-02-02,Premium,Monthly,2022-08-22,Not enough content,22.99,137.94,96,1,Vishal,India,Tamil Nadu,Male,1966-11-17,,,,
4271-TLCNN,2019-12-07,Paid,2020-12-07,Premium,Annual,,,22.99,1678.27,46,0,Ananya,India,Maharashtra,Male,2000-09-29,,,,
5730-GOCWK,2022-05-18,Organic,2023-05-18,Basic,Annual,2023-02-24,Too expensive,7.99,71.91,86,1,Ananya,India,Bihar,Male,1983-04-18,,,,
2687-ETWWB,2019-07-11,Paid,2020-07-11,Premium,Annual,2020-06-11,Too expensive,22.99,252.89,83,1,Varun,India,Uttar Pradesh,Female,1990-08-02,2019-10-02,Y,50.0,1.0
7538-DMDAP,2022-03-06,Referral,2023-03-06,Premium,Monthly,2022-08-05,Forgot to cancel trial,23.99,119.95,9,1,Aarav,India,Kerala,Female,1990-07-08,,,,
2348-KYHOS,2024-07-17,Organic,2025-07-17,Standard,Monthly,2026-01-11,Poor streaming quality,14.99,269.82,61,1,Arjun,India,Uttar Pradesh,Male,1964-01-25,,,,
2948-SMGTJ,2019-01-12,Referral,2020-01-12,Premium,Monthly,,,22.99,1931.16,33,0,Arjun,India,Uttar Pradesh,Male,1969-10-26,,,,
8409-KUNLA,2019-07-18,Referral,2020-07-18,Standard,Annual,2020-08-25,Forgot to cancel trial,15.99,207.87,96,1,Sakshi,India,Karnataka,Male,1960-05-11,2019-07-26,N,90.0,1.0
7166-TQGYA,2022-06-22,Referral,2023-06-22,Basic,Annual,,,6.99,293.58,14,0,Sneha,India,Telangana,Male,1966-03-08,,,,
0674-JFAIV,2019-11-28,Paid,2020-11-28,Basic,Annual,2021-03-12,Switched to competitor,6.99,104.85,32,1,Kavya,India,Delhi,Male,1975-02-04,,,,
6199-VDDDW,2021-02-10,Organic,2022-02-10,Standard,Monthly,,,15.99,943.41,26,0,Vishal,India,Maharashtra,Female,1976-06-05,,,,
7247-JPAYP,2022-09-08,Referral,2023-09-08,Premium,Annual,2024-04-11,Poor streaming quality,23.99,455.81,66,1,Shreya,India,Karnataka,Female,1978-06-14,,,,
2429-YVEJL,2024-03-02,Organic,2025-03-02,Basic,Annual,2025-04-03,Forgot to cancel trial,8.99,116.87,2,1,Tanvi,India,Bihar,Male,1983-10-29,2025-01-10,N,100.0,1.0
9180-FBXDU,2020-11-07,Organic,2021-11-07,Premium,Monthly,,,22.99,1425.38,70,0,Meera,India,Odisha,Male,1982-03-02,,,,
1983-GGMYX,2023-07-27,Paid,2024-07-27,Premium,Annual,2024-03-12,Too expensive,22.99,160.93,61,1,Mohan,India,Bihar,Male,1999-05-17,,,,
9065-WHITD,2023-09-14,Organic,2024-09-14,Premium,Monthly,,,22.99,620.73,19,0,Vishal,India,Madhya Pradesh,Female,1977-10-11,2024-03-11,N,70.0,1.0
3533-QTHPX,2019-11-18,Referral,2020-11-18,Standard,Monthly,2020-07-25,Not enough content,13.99,111.92,37,1,Ananya,India,Delhi,Male,1969-05-08,,,,
7297-ZWRZI,2024-03-04,Referral,2025-03-04,Premium,Annual,,,22.99,505.78,61,0,Arjun,India,Odisha,Female,1994-10-05,2025-08-03,N,80.0,1.0
0554-XGDHI,2024-11-11,Paid,2025-11-11,Standard,Monthly,,,13.99,181.87,27,0,Nikhil,India,Karnataka,Male,1992-11-12,,,,
1331-ZOECK,2019-08-07,Referral,2020-08-07,Standard,Monthly,,,15.99,1231.23,4,0,Rohan,India,Telangana,Male,1971-02-15,,,,
0794-TNNNT,2023-10-19,Paid,2024-10-19,Premium,Monthly,,,22.99,597.74,40,0,Vishal,India,Maharashtra,Male,1967-05-17,,,,
1950-QRSPH,2024-11-11,Paid,2025-11-11,Premium,Annual,,,24.99,324.87,20,0,Aditya,India,Kerala,Male,2004-12-24,,,,
6208-IZEOT,2020-02-15,Organic,2021-02-15,Premium,Annual,,,23.99,1703.29,94,0,Sakshi,India,Madhya Pradesh,Male,1983-12-10,2021-06-17,N,80.0,1.0
9052-CBMVA,2019-07-04,Paid,2020-07-04,Standard,Monthly,,,15.99,1263.21,54,0,Tanvi,India,Gujarat,Female,1988-06-26,2021-02-01,Y,60.0,1.0
3591-YEGIJ,2019-02-25,Paid,2020-02-25,Basic,Annual,,,8.99,746.17,13,0,Tanvi,India,Madhya Pradesh,Female,1991-09-04,,,,
0995-SJZIR,2022-09-16,Referral,2023-09-16,Standard,Annual,,,13.99,559.6,20,0,Riya,India,Madhya Pradesh,Female,1961-08-13,,,,
3761-ILXXW,2021-09-21,Organic,2022-09-21,Basic,Monthly,,,6.99,363.48,6,0,Rohan,India,Karnataka,Female,1974-02-11,,,,
7228-WOKJM,2020-05-10,Organic,2021-05-10,Standard,Monthly,,,13.99,951.32,54,0,Pooja,India,Punjab,Male,1968-11-05,,,,
3486-BTYIJ,2020-05-28,Organic,2021-05-28,Basic,Annual,2021-06-06,Poor streaming quality,6.99,83.88,97,1,Varun,India,Maharashtra,Female,1976-04-15,2020-11-16,Y,40.0,2.0
3485-MBQDQ,2024-03-04,Referral,2025-03-04,Premium,Monthly,,,24.99,549.78,46,0,Vishal,India,West Bengal,Female,2001-01-03,,,,
2535-YGEOX,2023-07-03,Paid,2024-07-03,Premium,Monthly,2024-12-13,Not enough content,22.99,390.83,75,1,Pooja,India,Gujarat,Female,1997-10-14,2023-10-24,N,60.0,1.0
6209-HTREN,2021-07-14,Organic,2022-07-14,Basic,Annual,2022-12-27,Not enough content,6.99,118.83,83,1,Pooja,India,Haryana,Male,1972-12-09,2022-10-18,N,80.0,1.0
1719-SNZUS,2021-08-19,Referral,2022-08-19,Premium,Annual,2022-12-25,Poor streaming quality,22.99,367.84,80,1,Kavya,India,Uttar Pradesh,Female,1975-07-11,2022-08-17,N,100.0,1.0
5183-DUXMX,2019-07-22,Organic,2020-07-22,Standard,Annual,2020-07-04,Poor streaming quality,13.99,153.89,2,1,Karan,India,Madhya Pradesh,Female,1964-03-10,2019-10-22,Y,30.0,1.0
1000-CWJFV,2020-07-01,Referral,2021-07-01,Standard,Annual,,,14.99,989.34,15,0,Shreya,India,Maharashtra,Male,1981-05-04,,,,
4483-DOHPS,2020-05-20,Organic,2021-05-20,Standard,Annual,,,13.99,951.32,50,0,Aditya,India,Karnataka,Female,2001-07-30,,,,
2657-QVYVL,2022-12-11,Organic,2023-12-11,Standard,Monthly,,,14.99,554.63,28,0,Sneha,India,Maharashtra,Male,2003-10-08,,,,
2077-YDGAZ,2019-06-20,Paid,2020-06-20,Premium,Monthly,2019-12-28,Not enough content,23.99,143.94,62,1,Aditi,India,Uttar Pradesh,Male,1972-12-27,,,,
7809-QQMCB,2019-02-05,Paid,2020-02-05,Premium,Monthly,,,23.99,2015.16,28,0,Rahul,India,Maharashtra,Male,1960-06-02,2020-10-02,N,60.0,1.0
2275-JIFCN,2019-06-04,Organic,2020-06-04,Standard,Monthly,,,13.99,1119.2,34,0,Karan,India,Tamil Nadu,Female,1994-11-04,,,,
9252-LAGBT,2021-07-19,Organic,2022-07-19,Standard,Annual,2022-12-20,Too expensive,13.99,237.83,86,1,Nikhil,India,Kerala,Female,1960-09-02,2022-09-08,Y,10.0,3.0
0759-UQMPN,2024-02-12,Paid,2025-02-12,Basic,Annual,2025-10-31,Not enough content,8.99,179.8,94,1,Meera,India,Punjab,Male,1971-02-18,2024-06-10,Y,20.0,1.0
7665-IMTRL,2019-04-20,Paid,2020-04-20,Standard,Monthly,,,13.99,1133.19,45,0,Ishaan,India,Telangana,Female,1989-11-18,,,,
3340-UWQSZ,2024-01-24,Referral,2025-01-24,Basic,Annual,,,8.99,206.77,85,0,Rahul,India,Kerala,Male,1987-03-14,2025-08-22,Y,30.0,1.0
8582-EIKXZ,2023-07-18,Referral,2024-07-18,Basic,Monthly,2024-04-25,Switched to competitor,8.99,80.91,82,1,Varun,India,Telangana,Female,1978-02-05,2024-03-23,Y,50.0,2.0
4718-GBIAU,2023-07-19,Organic,2024-07-19,Basic,Monthly,2025-04-19,Forgot to cancel trial,8.99,188.79,75,1,Ishaan,India,Punjab,Female,1984-04-27,,,,
1981-GFQPN,2021-04-02,Referral,2022-04-02,Premium,Monthly,2023-04-16,Not enough content,22.99,551.76,97,1,Meera,India,Bihar,Female,1990-12-15,,,,
5893-UOUPO,2024-06-13,Referral,2025-06-13,Premium,Monthly,,,22.99,413.82,62,0,Riya,India,Madhya Pradesh,Female,1983-09-25,,,,
6879-GFEUR,2024-03-10,Organic,2025-03-10,Premium,Annual,,,23.99,527.78,48,0,Pooja,India,Rajasthan,Male,2001-04-14,,,,
3944-BDGIB,2024-11-13,Paid,2025-11-13,Standard,Monthly,,,14.99,194.87,20,0,Rahul,India,Odisha,Male,1964-07-24,,,,
9921-BDZQO,2021-04-04,Paid,2022-04-04,Premium,Monthly,,,23.99,1367.43,2,0,Mohan,India,Uttar Pradesh,Male,2001-10-10,,,,
5751-YUMTT,2024-11-26,Paid,2025-11-26,Standard,Annual,2025-06-16,Too expensive,13.99,83.94,63,1,Arjun,India,Haryana,Male,1971-08-17,,,,
9738-WJROW,2024-06-28,Organic,2025-06-28,Premium,Annual,,,24.99,449.82,66,0,Aarav,India,Uttar Pradesh,Female,1996-05-08,2025-05-24,N,70.0,1.0
6612-GFPRG,2021-11-07,Paid,2022-11-07,Standard,Annual,,,13.99,699.5,47,0,Mohan,India,Odisha,Female,2002-12-29,,,,
9970-ZALVZ,2021-03-27,Paid,2022-03-27,Basic,Annual,,,7.99,463.42,6,0,Rohan,India,Haryana,Male,1973-03-10,,,,
9781-ESZCJ,2021-08-15,Referral,2022-08-15,Standard,Annual,2022-01-17,Poor streaming quality,13.99,69.95,56,1,Rohan,India,Bihar,Female,2005-02-05,,,,
8241-SHKCG,2020-01-10,Referral,2021-01-10,Standard,Annual,,,13.99,1007.28,66,0,Diya,India,Rajasthan,Male,1978-06-22,,,,
3849-XOMXO,2024-04-25,Organic,2025-04-25,Basic,Monthly,,,8.99,179.8,52,0,Karan,India,Gujarat,Female,1997-04-28,2025-07-31,N,80.0,1.0
2645-UXRKE,2024-11-20,Referral,2025-11-20,Basic,Annual,2026-04-01,Too expensive,8.99,143.84,1,1,Akash,India,Gujarat,Male,2002-07-24,,,,
8288-ISWJW,2019-08-04,Referral,2020-08-04,Premium,Annual,2021-12-03,Switched to competitor,23.99,671.72,82,1,Kavya,India,Madhya Pradesh,Female,1994-06-17,,,,
2274-OTKXB,2022-03-01,Referral,2023-03-01,Standard,Annual,,,13.99,643.54,99,0,Arjun,India,Punjab,Female,1997-08-28,,,,
6855-QRTTY,2024-07-20,Paid,2025-07-20,Basic,Annual,,,8.99,152.83,17,0,Mohan,India,Karnataka,Female,1978-12-19,,,,
5663-JLHHB,2021-10-03,Organic,2022-10-03,Standard,Monthly,2022-02-25,Not enough content,13.99,55.96,78,1,Kavya,India,Madhya Pradesh,Female,1976-05-09,2022-02-22,N,70.0,1.0
6017-CNTLJ,2022-08-22,Organic,2023-08-22,Basic,Monthly,,,8.99,359.6,82,0,Shreya,India,Maharashtra,Male,1966-03-22,2025-11-13,Y,10.0,2.0
3460-UDSMB,2019-09-03,Paid,2020-09-03,Basic,Monthly,,,6.99,538.23,55,0,Mohan,India,Telangana,Female,1961-06-30,,,,
7146-CRLIR,2023-09-15,Organic,2024-09-15,Standard,Annual,2023-10-19,Too expensive,13.99,13.99,52,1,Sakshi,India,Madhya Pradesh,Female,2004-04-08,,,,
4352-RBTSB,2022-11-15,Paid,2023-11-15,Premium,Annual,,,22.99,873.62,29,0,Vishal,India,Delhi,Female,1988-01-15,,,,
3626-WWRNH,2020-04-24,Organic,2021-04-24,Basic,Annual,,,6.99,482.31,74,0,Pooja,India,Uttar Pradesh,Female,1965-01-01,,,,
6759-WVUET,2021-12-12,Paid,2022-12-12,Standard,Monthly,,,13.99,685.51,31,0,Aditi,India,Telangana,Male,1972-11-06,,,,
2423-CYAEE,2019-05-08,Paid,2020-05-08,Standard,Monthly,,,13.99,1119.2,25,0,Aditya,India,Madhya Pradesh,Female,1965-06-21,2021-05-11,N,70.0,1.0
3843-RQTHT,2024-05-22,Paid,2025-05-22,Standard,Annual,2026-06-25,Forgot to cancel trial,13.99,349.75,85,1,Rahul,India,Madhya Pradesh,Male,1967-10-25,2025-09-06,Y,20.0,3.0
8467-QHRDD,2022-06-05,Referral,2023-06-05,Basic,Monthly,2023-12-21,Forgot to cancel trial,8.99,161.82,29,1,Sakshi,India,Bihar,Female,1964-06-28,2022-10-19,Y,40.0,1.0
6188-WNWJP,2020-04-15,Organic,2021-04-15,Standard,Annual,2022-02-24,Poor streaming quality,13.99,307.78,19,1,Riya,India,Odisha,Male,1971-04-29,2020-12-27,N,100.0,1.0
8198-SIKBL,2021-06-21,Paid,2022-06-21,Basic,Monthly,2023-03-17,Forgot to cancel trial,6.99,146.79,99,1,Mohan,India,West Bengal,Female,1982-11-10,2022-12-15,Y,50.0,3.0
2415-OQBFC,2022-07-05,Paid,2023-07-05,Standard,Monthly,,,14.99,629.58,57,0,Ananya,India,Rajasthan,Male,1984-10-09,,,,
2513-LHUEI,2024-01-16,Paid,2025-01-16,Basic,Annual,2025-01-15,Forgot to cancel trial,8.99,107.88,79,1,Mohan,India,Maharashtra,Female,1987-08-03,2025-01-12,Y,20.0,1.0
6770-HLYSZ,2022-02-11,Referral,2023-02-11,Standard,Annual,,,15.99,751.53,59,0,Ishaan,India,Madhya Pradesh,Male,1968-05-05,,,,
0492-VFSQC,2023-05-22,Organic,2024-05-22,Basic,Monthly,2024-07-20,Not enough content,7.99,111.86,67,1,Diya,India,Tamil Nadu,Male,1984-07-31,,,,
4426-JAKRO,2020-04-15,Organic,2021-04-15,Basic,Monthly,2022-10-02,Not enough content,6.99,209.7,79,1,Aditi,India,Gujarat,Female,2005-10-13,,,,
9909-QANCK,2021-03-28,Referral,2022-03-28,Premium,Annual,,,22.99,1310.43,36,0,Varun,India,Telangana,Female,1969-12-23,,,,
8073-JKYGI,2020-12-10,Referral,2021-12-10,Premium,Monthly,,,22.99,1402.39,49,0,Kavya,India,Bihar,Female,1961-02-13,,,,
5343-VSEOB,2023-04-05,Referral,2024-04-05,Basic,Annual,2024-12-29,Not enough content,6.99,146.79,94,1,Arjun,India,Kerala,Female,1986-12-03,2024-01-14,N,100.0,1.0
6550-HRMPS,2020-03-14,Organic,2021-03-14,Standard,Monthly,,,13.99,979.3,78,0,Ananya,India,Odisha,Female,1983-02-15,,,,
9886-HXBIZ,2019-07-02,Paid,2020-07-02,Basic,Annual,,,6.99,552.21,44,0,Vishal,India,Delhi,Female,1972-07-10,,,,
7366-YKUSR,2020-04-13,Organic,2021-04-13,Standard,Monthly,,,13.99,965.31,24,0,Aditi,India,Maharashtra,Male,1965-09-25,,,,
3577-VKQUY,2023-01-17,Organic,2024-01-17,Standard,Annual,,,13.99,489.65,23,0,Pooja,India,Uttar Pradesh,Male,1973-07-07,,,,
6646-ESBQG,2024-10-11,Referral,2025-10-11,Standard,Annual,2026-03-22,Poor streaming quality,15.99,271.83,51,1,Riya,India,Delhi,Male,1996-06-16,2025-04-18,N,100.0,1.0
1940-CQWUI,2023-07-15,Paid,2024-07-15,Basic,Annual,,,6.99,209.7,92,0,Ananya,India,Tamil Nadu,Female,2005-08-18,2025-01-14,Y,20.0,1.0
6992-CVFVJ,2020-08-14,Organic,2021-08-14,Premium,Monthly,,,23.99,1559.35,61,0,Priya,India,Punjab,Female,1998-01-06,2025-07-25,Y,50.0,1.0
7016-TBDUS,2020-02-17,Referral,2021-02-17,Premium,Monthly,,,22.99,1632.29,31,0,Riya,India,Odisha,Female,1990-02-22,,,,
7902-BDOYZ,2023-12-13,Paid,2024-12-13,Basic,Monthly,,,8.99,215.76,33,0,Aarav,India,Odisha,Male,1964-01-01,2025-08-15,N,100.0,1.0
6844-WGFVW,2023-04-14,Organic,2024-04-14,Premium,Annual,,,23.99,791.67,47,0,Aditi,India,Kerala,Male,2005-11-24,,,,
3438-OYFIB,2024-03-17,Organic,2025-03-17,Premium,Monthly,,,23.99,503.79,7,0,Sneha,India,Madhya Pradesh,Female,2003-05-16,,,,
4603-OOFMB,2023-06-02,Organic,2024-06-02,Standard,Annual,2024-08-17,Poor streaming quality,13.99,195.86,16,1,Akash,India,Madhya Pradesh,Female,1971-03-09,,,,
3264-OTTUC,2024-08-06,Paid,2025-08-06,Basic,Monthly,,,8.99,152.83,73,0,Tanvi,India,Gujarat,Male,1975-12-17,2024-10-02,Y,60.0,1.0
2434-BOAVC,2024-06-01,Paid,2025-06-01,Standard,Annual,,,13.99,265.81,70,0,Neha,India,Maharashtra,Male,1962-03-29,2025-06-15,N,90.0,1.0
2649-ZYKID,2022-06-13,Paid,2023-06-13,Premium,Annual,,,24.99,1074.57,45,0,Sakshi,India,Karnataka,Male,2002-03-13,,,,
3878-ICSKR,2019-12-27,Referral,2020-12-27,Standard,Annual,2020-07-17,Too expensive,13.99,83.94,67,1,Rahul,India,Tamil Nadu,Male,1995-07-10,2020-05-13,N,60.0,1.0
7536-YDXTS,2024-04-08,Referral,2025-04-08,Standard,Annual,2025-11-23,Switched to competitor,13.99,265.81,83,1,Kavya,India,Kerala,Female,1967-12-26,2025-08-15,Y,30.0,2.0
3989-WPRSI,2024-12-12,Organic,2025-12-12,Premium,Annual,,,22.99,275.88,23,0,Mohan,India,Madhya Pradesh,Male,2003-09-29,,,,
7646-NLYAU,2020-08-17,Referral,2021-08-17,Premium,Monthly,,,22.99,1494.35,31,0,Karan,India,West Bengal,Male,1984-03-28,,,,
4847-DCZUT,2022-06-23,Paid,2023-06-23,Premium,Annual,,,22.99,965.58,6,0,Arjun,India,West Bengal,Female,1966-08-25,,,,
9001-INQLT,2023-06-09,Referral,2024-06-09,Premium,Annual,,,22.99,712.69,13,0,Rohan,India,Punjab,Female,1976-05-30,,,,
9857-ONOTM,2019-03-14,Organic,2020-03-14,Premium,Annual,,,22.99,1885.18,7,0,Sneha,India,Rajasthan,Male,1961-06-11,,,,
8630-UOZQU,2020-09-01,Referral,2021-09-01,Standard,Annual,,,13.99,895.36,11,0,Shreya,India,Bihar,Female,1987-03-13,,,,
8633-GUIUH,2019-06-06,Referral,2020-06-06,Premium,Monthly,,,24.99,1999.2,35,0,Aarav,India,Maharashtra,Female,1997-01-09,2024-11-07,N,90.0,2.0
3179-BGMXG,2022-10-26,Organic,2023-10-26,Premium,Monthly,,,22.99,873.62,6,0,Mohan,India,Delhi,Female,1989-10-10,,,,
8209-PZAID,2022-05-13,Organic,2023-05-13,Premium,Monthly,2022-12-21,Poor streaming quality,22.99,160.93,97,1,Ananya,India,Kerala,Male,1976-06-16,2022-06-05,N,70.0,1.0
9523-ETFLS,2023-05-25,Paid,2024-05-25,Standard,Annual,,,13.99,433.69,3,0,Aditi,India,Kerala,Female,1981-10-31,2025-03-16,N,70.0,1.0
4918-PLNFC,2024-07-11,Paid,2025-07-11,Premium,Monthly,,,22.99,390.83,68,0,Aarav,India,Haryana,Male,1982-01-12,2024-08-26,Y,60.0,1.0
1701-DABRZ,2023-06-24,Organic,2024-06-24,Premium,Monthly,2024-11-12,Switched to competitor,23.99,383.84,52,1,Neha,India,Kerala,Male,1970-03-09,2023-12-26,Y,50.0,2.0
1150-PRXMN,2024-08-12,Organic,2025-08-12,Standard,Annual,,,15.99,255.84,34,0,Ananya,India,Delhi,Female,1979-07-21,,,,
8660-VPSVI,2023-02-11,Referral,2024-02-11,Basic,Annual,,,6.99,244.65,1,0,Ishaan,India,Punjab,Female,2000-10-13,,,,
9000-GDXWC,2021-09-22,Paid,2022-09-22,Basic,Annual,,,7.99,415.48,6,0,Sneha,India,Rajasthan,Female,1968-06-26,,,,
4171-UXUFO,2023-01-18,Paid,2024-01-18,Premium,Annual,,,24.99,874.65,58,0,Ishaan,India,Odisha,Female,1991-09-05,2024-05-26,N,80.0,1.0
9199-FSBEK,2023-12-01,Paid,2024-12-01,Standard,Annual,,,13.99,349.75,36,0,Rohan,India,Bihar,Male,1987-11-07,,,,
8957-OTDTE,2023-07-18,Paid,2024-07-18,Standard,Monthly,2025-05-28,Switched to competitor,15.99,351.78,88,1,Nikhil,India,Kerala,Male,1984-12-19,,,,
3460-NZKKL,2020-12-24,Paid,2021-12-24,Premium,Annual,,,24.99,1524.39,26,0,Sneha,India,Tamil Nadu,Male,1974-12-18,2024-01-31,Y,50.0,2.0
1666-VAIWR,2021-01-15,Referral,2022-01-15,Standard,Monthly,,,15.99,959.4,69,0,Aditya,India,Punjab,Female,1995-12-02,2021-04-01,N,60.0,1.0
1480-YOZTA,2023-09-04,Organic,2024-09-04,Standard,Monthly,,,13.99,391.72,10,0,Diya,India,Rajasthan,Female,1970-02-12,,,,
7922-BXAVJ,2020-06-17,Organic,2021-06-17,Basic,Monthly,,,8.99,602.33,66,0,Shreya,India,Karnataka,Female,1969-07-21,,,,
6507-UOZCG,2021-02-01,Organic,2022-02-01,Standard,Monthly,2022-03-29,Forgot to cancel trial,15.99,223.86,91,1,Mohan,India,Maharashtra,Female,2004-05-15,,,,
6825-AEYIH,2020-08-21,Paid,2021-08-21,Basic,Monthly,,,6.99,454.35,79,0,Ananya,India,Tamil Nadu,Female,1986-08-24,2022-03-21,N,60.0,2.0
5926-YMHCC,2023-02-17,Paid,2024-02-17,Basic,Monthly,2024-03-29,Too expensive,6.99,90.87,97,1,Sakshi,India,Punjab,Male,2001-12-02,2023-12-17,Y,30.0,1.0
6820-UUMPB,2021-06-14,Organic,2022-06-14,Basic,Monthly,2023-07-18,Not enough content,6.99,174.75,73,1,Sneha,India,West Bengal,Female,1990-03-12,2021-10-08,N,60.0,1.0
1739-LDHHT,2020-01-11,Referral,2021-01-11,Premium,Annual,,,23.99,1727.28,15,0,Ishaan,India,Karnataka,Male,1974-07-16,2022-01-30,N,80.0,1.0
5501-NRJDR,2024-10-16,Referral,2025-10-16,Premium,Monthly,,,24.99,349.86,65,0,Shreya,India,Gujarat,Female,1997-04-04,,,,
2181-KBYQD,2023-02-08,Organic,2024-02-08,Premium,Monthly,2023-04-19,Poor streaming quality,22.99,45.98,64,1,Nikhil,India,Karnataka,Female,2001-12-29,2023-04-13,N,90.0,2.0
